87,0,114,123,76,0,179,189,0,40,0,30,4
58,0,69,81,46,0,98,116,0,16,0,12,0
58,0,57,92,38,0,90,138,0,0,0,0,8
89,0,135,133,90,0,241,203,0,64,0,48,8
70,0,111,107,74,0,208,156,0,56,0,42,0
74,0,81,98,54,0,102,139,0,16,0,12,4
66,0,72,100,48,0,112,141,0,8,0,6,4
65,0,69,97,46,0,100,151,0,8,0,6,8
63,0,81,92,54,0,128,136,0,24,0,18,0
52,0,57,75,38,0,83,101,0,8,0,6,0
77,0,111,115,74,0,193,176,0,48,0,36,8
64,0,81,90,54,0,122,125,0,24,0,18,0
54,0,51,82,34,0,77,114,0,0,0,0,4
71,0,75,104,50,0,112,139,0,8,0,6,4
61,0,72,85,48,0,102,124,0,16,0,12,0
95,0,147,139,98,0,256,230,0,72,0,54,8
89,0,135,133,90,0,241,215,0,64,0,48,8
83,0,107,123,70,2,171,181,0,32,0,24,4
37,0,36,56,24,0,54,80,0,0,0,0,4
61,0,63,87,42,0,87,127,0,8,0,6,4
71,0,101,102,66,2,162,149,0,40,0,30,4
44,0,48,61,32,0,64,92,0,8,0,6,4
73,0,90,99,60,0,125,141,0,24,0,18,0
58,0,69,81,46,0,98,116,0,16,0,12,0
71,0,81,105,54,0,124,151,0,16,0,12,4
62,0,72,89,48,0,108,123,0,16,0,12,0
92,0,138,137,92,0,245,223,0,64,0,48,8
101,0,159,148,106,0,280,239,0,80,0,60,8
88,0,108,116,72,0,143,174,0,32,0,24,4
61,0,60,96,40,0,94,146,0,0,0,0,8
107,0,171,169,114,0,331,257,0,88,0,66,8
95,0,149,147,98,2,276,218,0,72,0,54,4
52,0,57,75,38,0,83,101,0,8,0,6,0
54,0,51,82,34,0,77,114,0,0,0,0,4
58,0,69,81,46,0,98,116,0,16,0,12,0
58,0,57,92,38,0,90,138,0,0,0,0,8
83,0,123,124,82,0,217,188,0,56,0,42,8
73,0,99,90,66,0,127,147,0,40,0,30,4
69,0,84,99,56,0,128,144,0,24,0,18,4
68,0,84,91,56,0,114,138,0,24,0,18,0
77,0,99,102,66,0,136,154,0,32,0,24,0
73,0,96,99,64,0,137,153,0,32,0,24,0
43,0,48,62,32,0,69,92,0,8,0,6,4
58,0,57,92,38,0,90,138,0,0,0,0,8
57,0,60,83,40,0,87,119,0,8,0,6,4
84,0,111,117,74,0,167,180,0,40,0,30,4
61,0,60,96,40,0,94,146,0,0,0,0,8
60,0,75,82,50,0,108,122,0,24,0,18,4
53,0,63,73,42,0,88,106,0,16,0,12,4
31,0,30,44,20,0,42,58,0,0,0,0,0
54,0,60,80,40,0,92,107,0,8,0,6,0
53,0,63,74,42,0,92,103,0,16,0,12,4
47,0,51,67,34,0,73,91,0,8,0,6,4
19,0,18,24,12,0,22,28,0,0,0,0,0
64,0,93,90,62,0,146,147,0,40,0,30,4
62,0,84,88,56,0,136,131,0,32,0,24,4
101,0,135,147,90,0,216,229,0,48,0,36,4
76,0,99,114,66,0,164,176,0,32,0,24,4
68,0,78,99,52,0,117,146,0,16,0,12,4
99,0,141,140,94,0,236,184,0,56,0,42,0
49,0,54,70,36,0,77,99,0,8,0,6,4
55,0,54,84,36,0,82,116,0,0,0,0,4
61,0,72,85,48,0,102,124,0,16,0,12,0
71,0,99,101,66,0,164,166,0,40,0,30,4
82,0,96,110,64,0,128,159,0,24,0,18,4
62,0,66,91,44,0,97,130,0,8,0,6,4
86,0,96,125,64,0,140,184,0,16,0,12,4
61,0,78,86,52,0,118,125,0,24,0,18,0
58,0,57,92,38,0,90,138,0,0,0,0,8
76,0,84,104,56,0,113,149,0,16,0,12,4
58,0,57,92,38,0,90,138,0,0,0,0,8
57,0,60,83,40,0,87,119,0,8,0,6,4
59,0,69,82,46,0,99,112,0,16,0,12,4
53,0,57,78,38,0,86,104,0,8,0,6,0
64,0,87,93,58,0,145,149,0,32,0,24,4
47,0,51,65,34,0,68,97,0,8,0,6,4
57,0,69,86,46,0,113,121,0,16,0,12,0
83,0,125,120,82,2,210,188,0,56,0,42,4
62,0,72,89,48,0,104,136,0,16,0,12,4
58,0,57,92,38,0,90,138,0,0,0,0,8
38,0,54,57,36,0,96,84,0,24,0,18,4
