53,0,54,71,36,0,71,94,0,8,0,6,0
88,0,114,120,76,0,175,173,0,40,0,30,0
98,0,141,129,94,0,215,213,0,64,0,48,0
66,0,69,95,46,0,99,136,0,8,0,6,4
57,0,66,78,44,0,93,115,0,16,0,12,4
57,0,72,73,48,0,99,99,0,24,0,18,0
51,0,66,67,44,0,98,88,0,24,0,18,0
93,0,117,130,78,0,186,182,0,40,0,30,0
71,0,84,90,56,0,106,131,0,24,0,18,0
56,0,51,76,34,0,66,94,0,0,0,0,0
75,0,93,91,62,0,112,144,0,32,0,24,4
74,0,93,92,62,0,117,149,0,32,0,24,4
63,0,72,86,48,0,101,123,0,16,0,12,0
70,0,84,91,56,0,111,137,0,24,0,18,0
80,0,99,99,66,0,122,153,0,32,0,24,0
83,0,108,102,72,0,136,168,0,40,0,30,0
82,0,108,112,72,0,159,182,0,40,0,30,4
67,0,93,83,62,0,129,135,0,40,0,30,0
92,0,120,126,80,0,182,180,0,40,0,30,0
65,0,84,75,56,0,98,121,0,32,0,24,0
59,0,66,74,44,0,78,111,0,16,0,12,4
64,0,66,89,44,0,92,124,0,8,0,6,0
82,0,120,112,80,0,193,179,0,56,0,42,0
72,0,90,91,60,0,120,135,0,32,0,24,0
63,0,66,87,44,0,91,115,0,8,0,6,0
70,0,84,91,56,0,111,137,0,24,0,18,0
100,0,132,138,88,0,200,203,0,48,0,36,4
38,0,42,50,28,0,55,72,0,8,0,6,0
83,0,108,104,72,0,142,162,0,40,0,30,0
65,0,84,75,56,0,98,118,0,32,0,24,0
93,0,117,130,78,0,186,182,0,40,0,30,0
115,0,156,144,104,0,215,207,0,64,0,48,0
51,0,54,70,36,0,73,101,0,8,0,6,4
95,0,144,126,96,0,227,201,0,72,0,54,4
71,0,84,90,56,0,106,131,0,24,0,18,0
88,0,108,120,72,0,154,180,0,32,0,24,0
88,0,126,120,84,0,200,177,0,56,0,42,0
113,0,144,154,96,0,215,213,0,48,0,36,0
93,0,117,130,78,0,186,182,0,40,0,30,0
84,0,105,116,70,0,160,166,0,32,0,24,0
67,0,69,95,46,0,97,131,0,8,0,6,0
59,0,63,84,42,0,92,114,0,8,0,6,0
94,0,144,124,96,0,232,174,0,72,0,54,0
68,0,81,86,54,0,102,131,0,24,0,18,0
68,0,81,86,54,0,102,131,0,24,0,18,4
64,0,66,91,44,0,93,131,0,8,0,6,4
61,0,69,81,46,0,92,116,0,16,0,12,0
82,0,96,119,64,0,155,162,0,24,0,18,4
83,0,108,102,72,0,136,168,0,40,0,30,0
68,0,81,85,54,0,99,130,0,24,0,18,4
80,0,87,113,58,0,122,170,0,16,0,12,8
54,0,57,75,38,0,79,104,0,8,0,6,4
93,0,135,114,90,0,191,165,0,64,0,48,0
61,0,69,81,46,0,92,118,0,16,0,12,4
53,0,54,71,36,0,71,94,0,8,0,6,0
60,0,63,83,42,0,87,114,0,8,0,6,0
71,0,84,90,56,0,106,131,0,24,0,18,0
69,0,84,92,56,0,116,142,0,24,0,18,0
88,0,108,125,72,0,170,180,0,32,0,24,4
39,0,42,53,28,0,58,74,0,8,0,6,0
83,0,111,126,74,0,197,187,0,40,0,30,0
86,0,111,105,74,0,137,171,0,40,0,30,0
63,0,90,94,60,0,163,145,0,40,0,30,4
75,0,108,107,72,0,183,166,0,48,0,36,0
92,0,129,125,86,0,198,207,0,56,0,42,4
77,0,96,96,64,0,121,150,0,32,0,24,0
92,0,123,120,82,0,170,198,0,48,0,36,0
32,0,30,44,20,0,40,57,0,0,0,0,0
78,0,93,111,62,0,141,165,0,24,0,18,0
76,0,96,96,64,0,123,153,0,32,0,24,0
95,0,132,120,88,0,184,180,0,56,0,42,0
81,0,105,100,70,0,136,157,0,40,0,30,0
57,0,66,78,44,0,93,115,0,16,0,12,4
63,0,72,86,48,0,101,123,0,16,0,12,0
93,0,120,132,80,0,189,187,0,40,0,30,4
74,0,84,103,56,0,123,136,0,16,0,12,0
62,0,69,78,46,0,82,119,0,16,0,12,4
60,0,69,82,46,0,97,123,0,16,0,12,4
60,0,87,85,58,0,145,130,0,40,0,30,0
100,0,168,138,112,0,298,184,0,96,0,72,0
78,0,102,93,68,0,123,154,0,40,0,30,4
81,0,84,120,56,0,126,171,0,8,0,6,0
91,0,105,124,70,0,145,182,0,24,0,18,4
95,0,132,120,88,0,184,180,0,56,0,42,0
63,0,72,86,48,0,101,124,0,16,0,12,0
74,0,93,92,62,0,117,149,0,32,0,24,4
92,0,123,119,82,0,166,204,0,48,0,36,4
67,0,81,87,54,0,107,133,0,24,0,18,0
107,0,144,140,96,0,210,196,0,56,0,42,0
