474,230,1936,437,1346,730,7581,4790,670,3172,996,3884,1992
226,132,576,225,600,450,1326,1233,456,1476,684,1962,1368
283,118,1503,138,944,276,6446,3540,184,3440,276,3012,552
873,498,3744,1431,3648,2736,15204,13797,4704,15372,7056,20664,14112
324,188,981,459,1048,786,2172,2217,1056,2898,1524,3912,3048
1463,522,17442,1328,10236,1896,156196,83965,1980,105374,6794,81450,5880
479,282,1666,719,1800,1350,5072,4920,2064,6232,3096,8396,6192
504,280,1722,630,1568,1176,5642,4851,1456,5040,2184,6720,4368
185,82,586,94,352,150,1632,957,64,456,96,540,192
187,88,601,93,398,186,1700,1035,96,580,144,680,288
489,258,1896,513,1568,996,6844,4989,1184,4492,1776,5736,3552
941,478,4891,1301,3712,2124,25002,15911,2952,12222,4428,14790,8760
3008,1816,23888,9613,26736,18990,148766,154788,69160,194040,103740,269610,207480
2040,1360,14280,7140,19040,14280,61880,92820,49504,123760,74256,185640,148512
1493,556,13722,1705,7742,2076,96860,53250,2764,60130,6390,48396,6384
659,282,3440,730,2084,924,14187,8164,1056,7494,1624,6890,2496
383,192,1575,300,1150,600,5940,3805,544,2540,816,3080,1632
226,132,576,225,600,450,1326,1233,456,1476,684,1962,1368
226,132,576,225,600,450,1326,1233,456,1476,684,1962,1368
226,132,576,225,600,450,1326,1233,456,1476,684,1962,1368
267,130,846,177,584,330,2512,1638,224,1112,336,1392,672
149,68,451,63,288,126,1159,699,56,362,84,426,168
311,150,1061,211,712,390,3414,2187,264,1388,396,1734,792
660,440,2970,1485,3960,2970,7920,11880,6336,15840,9504,23760,19008
536,178,5399,213,3214,396,41876,21466,240,33464,360,25896,720
750,444,2991,1269,3200,2400,11144,10548,4144,12846,6216,17322,12432
255,120,945,135,610,270,3180,1920,144,960,216,1140,432
1830,1076,11106,4689,11928,8946,55014,57789,25176,72084,37548,99810,75096
157,56,762,36,432,72,2696,1449,16,1396,24,1158,48
519,310,1821,735,1960,1470,5862,5715,2184,6828,3276,9270,6552
149,68,451,63,288,126,1159,699,56,362,84,426,168
6257,2408,86696,14965,49772,14736,1175357,619831,35080,762946,50798,619190,82256
1092,472,7714,1318,4880,2018,43692,25859,2856,23144,5140,21870,8088
372,176,1260,363,824,510,3214,2286,440,1560,648,1956,1152
244,118,688,162,450,270,1802,1182,162,774,216,974,432
426,260,1488,645,1720,1290,4078,4443,2024,5804,3036,8022,6072
230,100,794,145,472,210,1978,1263,104,612,252,678,312
17593,7674,289491,69454,183454,87616,4392173,2606299,373440,2540376,554686,2453832,991164
385,224,1134,420,1120,840,3472,3003,896,3220,1344,4242,2688
514,190,4598,225,2772,450,32688,17056,280,22980,420,18122,840
576,268,2715,582,1800,936,10452,6810,960,4414,1692,5160,2832
387,178,1474,339,936,510,4316,2858,416,1776,704,2136,1152
260,140,670,235,560,420,1620,1330,336,1240,504,1660,1008
254,116,870,160,568,276,2584,1589,192,1312,292,1428,552
240,118,819,153,588,306,2493,1575,216,1062,324,1260,648
355,166,1216,299,788,456,3844,2489,348,1674,516,2060,1032
865,510,3930,1640,4240,3180,14780,15220,6504,19060,9756,26190,19512
565,176,6187,210,3666,366,51096,26071,216,42986,336,33060,624
311,154,1135,267,856,480,3640,2364,464,1902,696,2292,1392
8775,5850,105300,52650,140400,105300,807300,1210950,645840,1614600,968760,2421900,1937520
6410,3348,59161,22763,49588,35164,481816,394364,131848,407754,187104,521020,367864
183,88,489,101,328,186,1219,782,96,522,144,644,288
519,310,1821,735,1960,1470,5862,5715,2184,6828,3276,9270,6552
504,280,1722,630,1568,1176,5642,4851,1456,5040,2184,6720,4368
314,188,946,393,1048,786,2374,2409,1016,3052,1524,4146,3048
2448,1632,18360,9180,24480,18360,85680,128520,68544,171360,102816,257040,205632
1623,942,9255,4155,9400,7050,35910,40005,18564,45500,24696,63840,49392
660,440,2970,1485,3960,2970,7920,11880,6336,15840,9504,23760,19008
1463,522,17442,1328,10236,1896,156196,83965,1980,105374,6794,81450,5880
504,280,1722,630,1568,1176,5642,4851,1456,5040,2184,6720,4368
195,110,435,150,400,300,1050,855,216,860,324,1110,648
1365,910,8190,4095,10920,8190,30030,45045,24024,60060,36036,90090,72072
395,194,1596,334,1140,600,5989,3748,544,2546,816,3052,1632
138,60,426,45,248,90,1110,657,24,252,36,306,72
335,160,1071,304,720,450,2957,1998,376,1480,516,1836,1032
353,174,1354,304,992,540,4720,2988,504,2212,756,2646,1512
773,394,3631,983,2828,1770,16012,11154,2512,9806,3768,12206,7536
550,250,2368,585,1486,804,8103,5346,812,3704,1296,4208,2136
410,244,1384,589,1504,1122,3686,3759,1688,4740,2364,6330,4728
750,460,3390,1530,4000,3000,11020,12870,6344,17340,9516,24330,19032
11674,4986,174283,43714,112692,48468,2585599,1413138,180982,1697282,265612,1505476,480928
558,268,2454,654,1756,1020,8618,5835,1240,4734,1986,5568,3576
344,120,2255,132,1274,210,11373,5980,80,7206,174,5802,240
290,154,969,255,820,510,2877,2038,496,1910,744,2342,1488
451,264,1598,703,1728,1296,4210,4413,2042,5764,3036,7870,6072
263,152,685,255,680,510,1775,1560,496,1730,744,2280,1488
8964,5866,108138,52656,140884,105312,864978,1220220,645840,1645916,968760,2425818,1937520
216,80,1176,60,672,120,4888,2628,32,2512,48,2088,96
12180,8120,164430,82215,219240,164430,1425060,2137590,1140048,2850120,1710072,4275180,3420144
831,510,3675,1590,4240,3180,13410,14670,6504,18680,9756,26040,19512
682,240,7774,333,4784,666,69132,35562,560,56552,840,43760,1680
224,88,910,104,512,156,2798,1559,64,1280,144,1152,192
8775,5850,105300,52650,140400,105300,807300,1210950,645840,1614600,968760,2421900,1937520
660,440,2970,1485,3960,2970,7920,11880,6336,15840,9504,23760,19008
392,148,2593,200,1548,342,14010,7398,224,8998,336,7370,672
420,128,4122,120,2408,216,29626,15156,80,24092,120,18552,240
12180,8120,164430,82215,219240,164430,1425060,2137590,1140048,2850120,1710072,4275180,3420144
3336,806,131474,1382,82424,2646,3627490,1820484,2616,4000088,3924,3008968,7848
311,160,1135,258,898,516,3662,2469,496,2024,744,2466,1488
504,280,1722,630,1568,1176,5642,4851,1456,5040,2184,6720,4368
583,278,2804,611,1968,1056,10894,7282,1224,5232,2116,6174,3672
12180,8120,164430,82215,219240,164430,1425060,2137590,1140048,2850120,1710072,4275180,3420144
2040,1360,14280,7140,19040,14280,61880,92820,49504,123760,74256,185640,148512
335,150,1645,251,1136,462,6648,3797,456,3928,684,3738,1368
2399,998,26116,3395,16312,5322,244096,135269,9782,150056,16962,129314,27744
267,130,846,177,584,330,2512,1638,224,1112,336,1392,672
288,156,783,312,688,516,1804,1548,512,1642,744,2160,1488
858,572,4290,2145,5720,4290,12870,19305,10296,25740,15444,38610,30888
797,430,3502,1317,3160,2274,12598,11097,4024,12308,5932,16294,11736
359,150,2123,180,1312,360,10438,5701,232,5460,348,4722,696
1421,838,7688,3626,8480,6360,33530,35255,16672,45868,24468,63230,48936
123,56,345,51,226,102,786,477,48,272,72,318,144
352,128,2582,149,1560,282,14618,7673,184,10044,276,8038,552
1483,514,21253,1249,13066,1992,262621,133891,2616,230520,3964,178262,7848
243,128,807,216,702,432,2150,1560,448,1580,672,1950,1344
471,244,2004,435,1552,870,7934,5244,904,3912,1356,4776,2712
471,244,2004,435,1552,870,7934,5244,904,3912,1356,4776,2712
1647,482,31145,947,18670,1380,468917,236469,1212,446064,1896,338630,3336
671,294,4212,544,2646,930,24013,13320,832,11966,1298,11012,2496
131,62,351,60,240,120,806,493,56,316,84,362,168
579,332,2277,1008,2260,1650,5557,6048,2906,6944,3804,9330,7368
750,460,3390,1530,4000,3000,11020,12870,6344,17340,9516,24330,19032
1365,910,8190,4095,10920,8190,30030,45045,24024,60060,36036,90090,72072
777,274,8607,419,5192,750,77642,40011,608,61084,912,47594,1824
1159,400,14497,846,8662,1206,154361,78966,1200,125656,1706,97204,3120
1173,734,6234,3045,7352,5514,20394,27099,14328,33948,19476,48798,38952
3919,1666,40031,8906,24544,10824,341582,203931,26186,182190,42588,170634,66184
1788,528,35519,1117,21424,1566,565548,285208,1392,538018,2224,408488,4080
226,132,576,225,600,450,1326,1233,456,1476,684,1962,1368
1851,1150,10773,4725,12600,9450,52458,58653,26040,74004,39060,104202,78120
624,368,2466,1143,2568,1926,6084,7074,3456,8112,4464,11376,8928
263,152,685,255,680,510,1775,1560,496,1730,744,2280,1488
426,260,1488,645,1720,1290,4078,4443,2024,5804,3036,8022,6072
1048,340,12577,731,7352,908,122927,62679,718,98908,1464,76400,2088
240,118,819,153,588,306,2493,1575,216,1062,324,1260,648
226,132,576,225,600,450,1326,1233,456,1476,684,1962,1368
12180,8120,164430,82215,219240,164430,1425060,2137590,1140048,2850120,1710072,4275180,3420144
310,150,1210,195,820,390,4340,2670,264,1500,396,1790,792
831,510,3675,1590,4240,3180,13410,14670,6504,18680,9756,26040,19512
624,368,2466,1143,2568,1926,6084,7074,3456,8112,4464,11376,8928
215,100,750,105,480,210,2330,1405,104,700,156,830,312
571,288,3189,663,2584,1326,14771,9546,2032,10674,3048,11436,6096
391,216,1260,528,1136,834,2664,2607,1086,2674,1380,3576,2688
1567,538,20934,1646,12952,2460,205124,108331,4032,172056,10812,131628,11952
3309,1930,24290,11655,26352,19780,146020,152009,72078,196262,105528,271480,211056
660,440,2970,1485,3960,2970,7920,11880,6336,15840,9504,23760,19008
343,186,1002,414,864,648,2164,1974,704,1956,936,2628,1872
660,440,2970,1485,3960,2970,7920,11880,6336,15840,9504,23760,19008
1729,1078,10066,4473,11928,8946,47474,54579,25032,69972,37548,98966,75096
2448,1632,18360,9180,24480,18360,85680,128520,68544,171360,102816,257040,205632
660,440,2970,1485,3960,2970,7920,11880,6336,15840,9504,23760,19008
1719,538,31036,1039,18656,1680,456834,231253,1504,418854,2556,319124,4512
322,170,981,288,804,540,2865,2151,516,1970,756,2538,1512
639,242,5923,338,3576,630,45403,23711,440,31352,660,24870,1320
9059,5890,109568,52680,141312,105360,891208,1229236,645856,1656720,968784,2429832,1937568
1547,434,22132,1342,12526,1130,229262,117563,1010,195168,5352,146518,2160
13066,8242,181314,82739,223772,164706,1765481,2228335,1140222,3013120,1712370,4315854,3420576
764,392,3592,834,2704,1596,16480,11076,1904,8296,2856,10392,5712
2393,972,29371,3318,18524,5316,294940,162114,9686,194088,20094,159710,28752
3420,2280,29070,14535,38760,29070,155040,232560,124032,310080,186048,465120,372096
2448,1632,18360,9180,24480,18360,85680,128520,68544,171360,102816,257040,205632
657,322,3594,752,2752,1410,17298,10955,2080,11192,3120,12152,6240
460,210,2646,333,1788,666,13200,7470,624,7224,936,6678,1872
487,180,4027,242,2418,426,26834,13961,272,18452,408,14622,816
112,48,318,33,184,66,740,438,16,168,24,204,48
258,142,630,245,560,420,1680,1275,336,1320,504,1660,1008
579,332,2277,1008,2260,1650,5557,6048,2906,6944,3804,9330,7368
16228,6930,275782,60820,173378,75268,4336648,2502864,313970,2676786,473354,2441062,822076
465,280,1620,675,1800,1350,4830,4950,2064,6180,3096,8460,6192
660,400,2610,1095,2920,2190,8940,9270,3864,11500,5796,15840,11592
197,76,973,66,578,132,3676,1986,56,1916,84,1620,168
176,80,578,75,360,150,1648,988,64,464,96,552,192
695,270,6697,375,4096,750,53686,28095,560,37376,840,29634,1680
270,130,861,207,590,330,2497,1578,248,1102,336,1308,672
595,232,5311,330,3294,660,38784,20391,560,27156,840,21716,1680
467,154,4771,174,2900,348,36115,18510,224,29810,336,22950,672
408,224,1272,456,1120,840,3820,3210,896,3200,1344,4260,2688
624,368,2466,1143,2568,1926,6084,7074,3456,8112,4464,11376,8928
566,300,2528,603,2056,1206,10466,7183,1464,5852,2196,7254,4392
352,208,1066,423,1128,846,2960,2820,1056,3360,1584,4520,3168
260,140,670,235,560,420,1620,1330,336,1240,504,1660,1008
325,120,1603,191,874,228,6512,3477,118,3666,164,3098,312
12787,8276,172608,82527,221262,164946,1602111,2190004,1140560,2934818,1710816,4303324,3421632
385,224,1134,420,1120,840,3472,3003,896,3220,1344,4242,2688
263,152,685,255,680,510,1775,1560,496,1730,744,2280,1488
269,130,991,165,680,330,3292,2040,224,1208,336,1440,672
726,382,3546,875,2870,1680,16206,11193,2352,9096,3528,11452,7056
660,440,2970,1485,3960,2970,7920,11880,6336,15840,9504,23760,19008
566,308,2495,718,2236,1416,9531,7245,2124,7422,3156,9360,6312
487,258,1736,593,1448,1026,5320,4300,1296,4280,1864,5520,3648
271,120,1267,153,840,306,4913,2748,216,2626,324,2396,648
1292,634,10076,1549,7208,3030,75404,43941,4528,42524,6792,41076,13584
226,132,576,225,600,450,1326,1233,456,1476,684,1962,1368
691,206,9824,231,5968,462,100896,51229,280,92280,420,70166,840
240,118,819,153,588,306,2493,1575,216,1062,324,1260,648
