111,44,79,79,24,18,97,93,0,8,0,6,0
83,24,111,37,24,26,89,109,0,26,10,20,8
56,26,44,29,24,18,34,35,0,2,0,4,0
76,32,64,51,24,18,74,73,0,4,0,10,0
473,148,671,567,228,110,1501,1314,4,106,8,86,32
606,96,768,796,370,72,1593,1644,0,358,10,270,28
102,34,81,87,34,20,141,142,0,12,0,14,0
1060,156,2127,1843,1014,170,5662,5619,2,1358,38,978,176
295,64,469,414,162,52,1053,1179,0,116,14,104,80
12,8,6,3,8,6,0,0,0,0,0,0,0
55,24,39,35,16,12,42,39,0,2,0,4,0
106,44,79,76,32,24,101,92,2,10,0,10,0
244,78,297,285,94,50,573,647,2,22,6,22,28
129,50,87,90,24,18,121,130,0,10,0,16,0
198,30,327,216,132,78,496,570,0,104,34,50,8
80,32,52,52,16,12,68,66,0,6,0,10,0
157,58,87,112,16,12,105,148,0,4,0,8,0
193,48,270,230,84,44,491,605,0,36,10,20,64
43,20,29,21,16,12,24,22,0,4,0,2,0
317,90,536,423,190,82,1282,1191,2,84,10,72,68
209,20,438,352,210,70,1028,1080,0,270,30,184,56
184,34,339,222,146,74,609,619,2,148,44,72,32
471,112,688,568,262,110,1365,1561,0,152,26,114,64
296,114,202,203,60,42,307,322,0,28,0,54,0
3187,196,8653,7174,4998,434,31703,25669,0,14826,120,11062,572
318,118,200,229,48,36,258,333,0,20,0,28,0
39,8,49,31,16,10,71,68,0,4,4,2,4
12,8,6,3,8,6,0,0,0,0,0,0,0
381,136,221,289,32,24,301,404,0,14,0,26,0
88,36,66,56,24,18,66,68,0,4,0,8,0
184,74,126,130,48,36,173,174,0,16,0,14,0
109,42,61,74,16,12,73,99,0,4,0,6,0
301,96,328,304,78,48,673,737,0,42,4,56,20
205,38,382,234,136,76,739,737,0,180,60,110,8
314,94,397,369,136,64,848,889,0,38,0,42,36
54,28,42,33,32,24,38,24,4,8,0,0,0
171,64,107,120,24,18,133,170,0,8,0,16,0
596,50,1246,1175,686,70,3794,3263,0,1056,18,780,48
100,26,112,109,22,14,176,241,0,0,0,8,16
58,18,74,39,22,18,97,80,0,4,0,8,0
122,52,113,89,48,36,144,142,4,20,0,16,0
131,52,108,96,34,26,143,160,2,16,0,22,0
134,46,146,115,42,28,218,210,2,18,2,12,0
118,32,182,114,76,32,312,276,0,60,20,28,0
