121,44,155,70,58,28,210,194,0,24,0,42,0
149,60,113,110,42,30,163,162,0,16,0,14,0
224,30,526,409,260,54,1602,1319,0,534,14,392,64
601,162,1060,863,298,150,2483,2747,0,110,34,148,160
196,72,219,179,72,42,365,340,2,26,2,32,4
84,34,81,64,28,18,122,96,0,10,0,14,0
209,20,438,352,210,70,1028,1080,0,270,30,184,56
84,34,74,52,26,18,102,100,0,14,0,22,0
335,108,246,276,64,20,362,477,0,14,2,24,4
81,30,104,53,26,22,141,137,0,18,4,28,0
105,44,75,63,32,24,71,81,0,6,0,6,0
43,20,29,21,16,12,24,22,0,4,0,2,0
499,86,706,668,298,112,1331,1651,0,172,42,96,76
225,90,220,181,84,54,391,310,2,42,0,50,0
134,52,121,106,36,26,194,193,0,20,0,24,0
354,42,808,707,406,44,2489,2401,0,738,10,564,184
67,28,41,41,16,12,37,40,0,2,0,2,0
1042,118,1876,1725,948,136,4967,4752,0,1148,34,882,84
79,34,55,54,24,18,59,66,0,2,0,4,0
49,22,33,25,16,12,22,27,0,2,0,2,0
54,24,32,33,16,12,31,29,0,0,0,2,0
161,8,360,297,194,52,895,840,0,288,24,198,20
220,44,340,285,126,48,691,790,0,76,10,62,32
114,16,195,126,82,38,303,327,0,78,22,42,0
343,24,922,677,496,78,2831,2346,0,1122,18,840,92
1529,254,2549,2310,1178,130,6578,5997,0,1258,38,1024,52
85,36,53,51,24,18,56,58,0,8,0,2,0
32,16,28,10,16,12,12,10,0,0,0,4,0
783,102,1495,1292,700,118,3779,3665,0,852,52,660,96
61,28,39,34,24,18,58,28,0,10,0,6,0
60,26,32,38,16,12,39,32,0,2,0,2,0
57,26,49,35,24,18,60,44,2,10,0,8,0
203,36,346,262,154,52,646,665,2,128,32,66,24
118,32,182,114,76,32,312,276,0,60,20,28,0
43,20,29,21,16,12,24,22,0,4,0,2,0
90,36,48,59,16,12,47,65,0,0,0,2,0
170,44,261,201,96,48,525,521,0,68,14,40,24
401,126,575,515,236,106,1371,1216,10,146,24,100,36
215,30,335,297,150,20,620,741,0,130,2,108,4
146,58,90,99,34,24,121,112,0,10,0,10,0
116,18,214,138,80,44,357,411,0,72,24,36,20
61,26,39,36,16,12,43,46,0,4,0,6,0
473,148,671,567,228,110,1501,1314,4,106,8,86,32
122,50,84,88,32,24,119,119,0,10,0,12,0
770,90,1308,1496,648,70,3612,4250,0,586,10,470,188
142,52,147,135,56,32,254,245,0,18,4,12,0
103,40,61,71,16,12,75,93,0,4,0,8,0
93,38,71,66,24,18,83,85,2,8,0,8,0
138,44,129,137,26,10,204,249,0,6,2,12,28
277,16,650,597,354,58,1922,1898,0,512,16,378,104
235,46,370,289,128,56,695,782,0,76,20,58,16
193,48,270,230,84,44,491,605,0,36,10,20,64
109,14,181,155,82,18,364,370,0,80,0,62,8
126,42,124,114,22,16,184,235,0,6,2,16,4
506,174,558,506,190,122,1063,1051,0,70,0,70,20
80,32,52,52,16,12,68,66,0,6,0,10,0
109,46,99,80,40,30,133,111,0,4,0,20,0
611,72,1013,1019,540,66,2458,2499,0,578,6,438,100
581,142,1161,691,520,142,2918,2133,6,1086,102,742,20
77,32,64,39,24,18,92,91,0,18,0,28,0
296,114,202,203,60,42,307,322,0,28,0,54,0
154,40,235,176,72,38,401,481,0,40,10,38,36
138,40,193,158,50,28,360,395,0,8,4,16,12
7,0,6,4,4,0,2,4,0,0,0,0,0
77,32,64,44,26,18,62,61,0,4,0,10,0
129,24,220,137,78,44,412,410,0,92,28,56,8
42,20,26,22,16,12,16,18,0,0,0,0,0
344,96,513,487,180,66,1292,1382,0,74,4,86,44
44,20,34,23,16,12,44,27,0,6,0,8,0
44,20,34,23,16,12,44,27,0,6,0,8,0
238,66,199,228,70,18,342,418,0,16,0,26,4
32,16,28,10,16,12,12,10,0,0,0,4,0
86,34,56,57,16,12,72,77,0,6,0,10,0
115,44,65,77,16,12,64,97,0,4,0,2,0
224,78,226,201,56,36,364,422,0,16,2,34,12
129,20,190,140,84,32,252,327,0,52,10,34,8
92,36,64,66,16,12,84,100,0,6,0,10,0
39,8,49,31,16,10,71,68,0,4,4,2,4
69,26,61,49,14,10,63,74,0,4,2,6,0
141,46,153,131,36,24,228,265,2,10,0,14,0
262,72,330,314,94,30,641,759,0,14,12,40,40
105,42,71,64,24,18,88,94,0,12,0,14,0
33,16,30,6,16,12,36,27,0,12,0,18,0
248,82,343,262,110,60,667,663,4,32,6,48,12
128,48,78,88,16,12,89,121,0,4,0,10,0
506,108,840,688,334,130,1836,1887,0,410,54,284,12
104,40,66,70,16,12,78,97,0,4,0,10,0
254,104,229,180,88,60,328,296,4,44,0,48,0
260,58,436,307,176,54,875,809,0,150,20,102,36
91,36,51,58,16,12,54,71,0,4,0,4,0
1350,132,3306,2849,1818,176,11488,9588,0,4412,80,3294,184
79,32,49,49,16,12,40,58,0,2,0,2,0
73,30,43,43,16,12,44,52,0,4,0,6,0
68,28,50,47,16,12,67,67,0,6,0,8,0
171,16,368,207,154,90,634,747,0,182,62,100,8
406,84,683,644,250,60,1738,1992,0,184,20,174,80
214,74,180,162,50,42,237,281,0,14,0,8,0
148,60,106,102,40,30,123,124,2,16,0,6,0
3710,260,28574,8975,16942,932,250721,124832,0,225964,2644,167734,188
39,18,36,14,16,12,30,21,0,8,0,10,0
24,14,18,9,16,12,4,3,2,2,0,0,0
